"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"BURTON,LORI LYN ","","","","","","","120511487","Terminal Handler","11/15/2012",
"BURTON,NATHAN ALAN ","","","","","","","180503726","Terminal Handler","11/02/2018",
"Busby,Harold Gene ","","","","","","","130502038","Terminal Handler","05/23/2013",
"BUSBY,STEVEN LANCE ","","","","","","","180501896","Terminal Handler","06/13/2018",
"BUSCEMI,LORETO SALVATORE ","","","","","","","180500553","Terminal Handler","03/07/2018",
"BUSHMAN,DOUGLAS SCOTT ","","","","","","","170504277","Terminal Handler","02/09/2018",
"BUSHUR,MARLA JEAN ","","","","","","","140501745","Terminal Handler","05/29/2014",
"BUSHUR,NICHOLAS PAUL ","","","","","","","120511935","Terminal Handler","12/20/2012",
"BUSICH,JOSEPH PETER ","","","","","","","180503371","Terminal Handler","11/02/2018",
"BUSICK,TRACY LYNN ","","","","","","","170503330","Terminal Handler","11/16/2017",
"BUTLER,AYINDE OMARI ","","","","","","","180503629","Terminal Handler","01/30/2019",
"BUTLER,JEFFREY DEMETRUIS II","","","","","","","160503552","Terminal Handler","03/23/2017",
"BUTLER,JOHN JOSEPH ","","","","","","","190502113","Terminal Handler","08/08/2019",
"BYRD,STEPHANIE ADRIENNE ","","","","","","","130503911","Terminal Handler","08/22/2013",
"CADIEUX,DAVID ANDREW ","","","","","","","120505058","Terminal Handler","07/19/2012",
"Caleca,Stephanie Laura ","","","","","","","160501891","Terminal Handler","07/20/2016",
"CALOMINO,CAROL  ","","","","","","","160502748","Terminal Handler","08/31/2016",
"CALOVIC,VLADIMIR  ","","","","","","","180500105","Terminal Handler","02/09/2018",
"Camacho,Jose Juan ","","","","","","","130504270","Terminal Handler","09/19/2013",
"CAMACHO,JUAN CARLOS ","","","","","","","180501005","Terminal Handler","04/12/2018",
"Camarato,Aaron Michael ","","","","","","","130503302","Terminal Handler","06/20/2013",
"CAMBA,STEVEN DANIEL ","","","","","","","180503547","Terminal Handler","11/02/2018",
"Camden,David Wayne ","","","","","","","120504488","Terminal Handler","09/20/2012",
"CAMPBELL,DONALD EUGENE ","","","","","","","180503741","Terminal Handler","11/02/2018",
"Campion,Joshua Ryan ","","","","","","","120511738","Terminal Handler","12/20/2012",
"Campion,Kira  Nicolle ","","","","","","","130504988","Terminal Handler","10/24/2013",
"CANIANO,NICHOLAS ANDREW ","","","","","","","180501691","Terminal Handler","06/13/2018",
"Cappas,Samuel Angelo ","","","","","","","120512347","Terminal Handler","12/20/2012",
"Carbaugh,Daniel Joseph ","","","","","","","170500782","Terminal Handler","03/23/2017",
"CAREY,BRAD MATTHEW ","","","","","","","190500937","Terminal Handler","06/13/2019",
"Carey,Robert Allen ","","","","","","","140503810","Terminal Handler","11/20/2014",
"Carey,Thomas Michael ","","","","","","","150501488","Terminal Handler","04/23/2015",
"Carl,Earl Edward ","","","","","","","150500518","Terminal Handler","03/26/2015",
"Carl,Kasey Alan ","","","","","","","160500679","Terminal Handler","04/21/2016",
"CARLTON,ANTHONY LADELL ","","","","","","","190501636","Terminal Handler","06/13/2019",
"Carow,Louis John IV","","","","","","","140502524","Terminal Handler","10/27/2014",
"CARPENTER,LISA DAWN ","","","","","","","180504322","Terminal Handler","01/30/2019",
"Carpenter,Michael Brent ","","","","","","","120507412","Terminal Handler","09/20/2012",
"Carr,Randall A ","","","","","","","160503116","Terminal Handler","10/07/2016",
"CARRILLO,JOSE  ","","","","","","","180504537","Terminal Handler","01/30/2019",
"CARTER,JEFFREY SCOTT ","","","","","","","180502546","Terminal Handler","08/02/2018",
"Carter,Leah Miranda ","","","","","","","160502717","Terminal Handler","08/31/2016",
"Carter,Terry Lynne ","","","","","","","150503430","Terminal Handler","11/06/2015",
"Cartwright,Gary Gene ","","","","","","","130500743","Terminal Handler","02/21/2013",
"CASEY,ZACHARY TYLER ","","","","","","","170501785","Terminal Handler","08/24/2017",
"CASIMER,BRANDON MICHAEL ","","","","","","","190501521","Terminal Handler","06/13/2019",
"CASSINE,WALTER JOSEPH ","","","","","","","120509438","Terminal Handler","10/18/2012",
"Casto,William James ","","","","","","","120511059","Terminal Handler","11/15/2012",
"CASTRO,DOMINIC GABRIEL ","","","","","","","180503828","Terminal Handler","01/30/2019",
"Cataldo,James  Douglas ","","","","","","","170503409","Terminal Handler","11/16/2017",
"CATTERALL,LONNIE LEE ","","","","","","","180501692","Terminal Handler","06/13/2018",
"Cattoni,Theodore Joseph Jr","","","","","","","120509153","Terminal Handler","10/18/2012",
"CAULKINS,AMY KRISTIN ","","","","","","","160503685","Terminal Handler","12/14/2016",
"CAUTHORN,ROBERT JOHN ","","","","","","","190500153","Terminal Handler","04/18/2019",
"Centeno,Annelis  ","","","","","","","140504030","Terminal Handler","03/26/2015",
"CENTENO,WILL ABDIEL ","","","","","","","180504009","Terminal Handler","03/01/2019",
"CESAR,CASSONDRA JO ","","","","","","","180500263","Terminal Handler","03/07/2018",
"CHAMBERLAIN,ANDREA ANN ","","","","","","","190502325","Terminal Handler","09/16/2019",
"CHAMBERS,CURTIS LEE ","","","","","","","160503313","Terminal Handler","11/03/2016",
"CHAMBERS,KENRICK DE'ANDRE ","","","","","","","180501525","Terminal Handler","06/13/2018",
"CHAN,DENNIS DOUGLON ","","","","","","","180504074","Terminal Handler","12/12/2018",
"CHAPS,COLLEEN DOLORES ","","","","","","","180503659","Terminal Handler","11/02/2018",
"CHEMELLO,SCOTT WILLIAM Sr","","","","","","","180503338","Terminal Handler","11/02/2018",
"CHEN,WU  ","","","","","","","170500321","Terminal Handler","03/23/2017",
"Childress,Terry  ","","","","","","","120505049","Terminal Handler","09/20/2012",
"Choi,Young Su ","","","","","","","150504155","Terminal Handler","12/16/2015",
"Chorazy,Wieslaw  ","","","","","","","120509567","Terminal Handler","10/18/2012",
"CHUDASAMA,VISMAY CHANDRAVADAN ","","","","","","","190502155","Terminal Handler","09/16/2019",
"CHUMBLER,MATTHEW ADRIAN ","","","","","","","140500007","Terminal Handler","02/26/2014",
"CICCONE,GAETANO RICHARD ","","","","","","","190502892","Terminal Handler","11/07/2019",
"CIMINO,NICHOLAS ANTHONY ","","","","","","","180504614","Terminal Handler","01/30/2019",
"Ciszek,John A ","","","","","","","160502359","Terminal Handler","08/31/2016",
"Civitella,Renee Therese ","","","","","","","120507742","Terminal Handler","09/20/2012",
"Civitella,Robert  ","","","","","","","180502646","Terminal Handler","08/02/2018",
"Civitella,Robert Delfico ","","","","","","","180502859","Terminal Handler","09/14/2018",
"CLARK,ANDREW ROBERT ","","","","","","","160502950","Terminal Handler","10/07/2016",
"CLARK,RUSSELL LEE ","","","","","","","120508613","Terminal Handler","09/20/2012",
"CLARK,TIMOTHY JAY ","","","","","","","190503069","Terminal Handler","11/07/2019",
"CLARK,WILLIAM DAVID ","","","","","","","130505888","Terminal Handler","11/21/2013",
"CLEMENTS,EZEKIEL ALLEN ","","","","","","","170502208","Terminal Handler","08/24/2017",
"Cody,Jim Randall ","","","","","","","130500119","Terminal Handler","01/24/2013",
"CODY,MATTHEW DAVID ","","","","","","","160504161","Terminal Handler","01/26/2017",
"COFFMAN,DOUGLAS LEE ","","","","","","","190502936","Terminal Handler","11/07/2019",
"COHEN,JEREMY MATTHEW ","","","","","","","190500154","Terminal Handler","01/30/2019",
"COLLINS,CHRISTIANA MARIE ","","","","","","","180501792","Terminal Handler","06/13/2018",
"COLLINS,GRACE ANNE ","","","","","","","180504179","Terminal Handler","04/18/2019",
"Collins,John William ","","","","","","","130506131","Terminal Handler","01/15/2014",
"COLLINS,LIAM JAMES ","","","","","","","180504180","Terminal Handler","04/18/2019",
"Colomer,Joseph Neil ","","","","","","","120507203","Terminal Handler","08/16/2012",
"COLONIUS,KRISTEN LEE ","","","","","","","180504317","Terminal Handler","01/30/2019",
"COLTON,JAYSON THOMAS ","","","","","","","190502066","Terminal Handler","08/08/2019",
"COMBS,JASON DEAN ","","","","","","","190500303","Terminal Handler","03/01/2019",
"Comrie,Cody Matthew ","","","","","","","170500790","Terminal Handler","03/23/2017",
"Congiardo,Nicholas Todd ","","","","","","","120505506","Terminal Handler","08/16/2012",
"CONNOR,HOPE ELIZABETH RAE ","","","","","","","180501888","Terminal Handler","06/13/2018",
"CONNORS,BRENDAN PATRICK ","","","","","","","190500348","Terminal Handler","04/18/2019",
"Conrad,Ryan David ","","","","","","","130504986","Terminal Handler","10/24/2013",
"Conrad,Teena M. ","","","","","","","130504452","Terminal Handler","09/19/2013",
"CONSIGLIO,JOSEPH MICHAEL Sr","","","","","","","190502996","Terminal Handler","11/07/2019",
"Constanza,Jorge Luis ","","","","","","","120505433","Terminal Handler","08/16/2012",
"Conte,Anthony Joseph ","","","","","","","130504482","Terminal Handler","09/19/2013",
"Conti,Dawn June ","","","","","","","130505127","Terminal Handler","10/24/2013",
"Conti,Mathew Alexander ","","","","","","","150503649","Terminal Handler","11/06/2015",
"COOK,ERIC CLINTON ","","","","","","","180503546","Terminal Handler","11/02/2018",
"Cook,Hillary Nicole ","","","","","","","150504335","Terminal Handler","01/28/2016",
"COON,DARIN MICHAEL ","","","","","","","170502862","Terminal Handler","09/21/2017",
"COPACK,ROSEMARIE ANN ","","","","","","","180502100","Terminal Handler","08/02/2018",
"CORCORAN,TIMOTHY JAMES ","","","","","","","130503125","Terminal Handler","06/20/2013",
"CORDOVA,RAUL  ","","","","","","","170500851","Terminal Handler","04/21/2017",
"Corley,Alex Bradley ","","","","","","","190501715","Terminal Handler","08/08/2019",
"CORONA,HECTOR JAVIER ","","","","","","","190501287","Terminal Handler","06/13/2019",
"Corrie,Scott Charles ","","","","","","","140500438","Terminal Handler","05/28/2015",
"Corrington,Kyle Eugene ","","","","","","","150502112","Terminal Handler","11/06/2015",
"Cortese,Frank Jack ","","","","","","","160503308","Terminal Handler","11/03/2016",
"Cosentino,Nicholas J ","","","","","","","120510805","Terminal Handler","12/20/2012",
"COSTELLO-FERRY,ANGELA CHRISTINE ","","","","","","","160501661","Terminal Handler","07/20/2016",
"COTONE,MATTHEW DANIEL ","","","","","","","190502469","Terminal Handler","09/16/2019",
"COUCH,DAVID MICHAEL ","","","","","","","170500847","Terminal Handler","04/21/2017",
"COUCH,RAY  III","","","","","","","190501088","Terminal Handler","04/18/2019",
"Courtney,Christopher John ","","","","","","","150500196","Terminal Handler","03/26/2015",
"COX,CHAD ALLEN ","","","","","","","180500265","Terminal Handler","02/09/2018",
"COX,HEATHER MARIE ","","","","","","","120505188","Terminal Handler","07/19/2012",
"COX,JACOB RYAN ","","","","","","","190501225","Terminal Handler","06/13/2019",
"COX,JOHNNY RAY II","","","","","","","160502372","Terminal Handler","08/31/2016",
"Cox,Nicholas Lee ","","","","","","","120509716","Terminal Handler","10/18/2012",
"Cox,Nicole Irene ","","","","","","","130505209","Terminal Handler","10/24/2013",
"Coyle,Kimberly  Ann ","","","","","","","130503880","Terminal Handler","08/22/2013",
"COZADD,NATHAN BRADLEY ","","","","","","","180502691","Terminal Handler","08/02/2018",
"Crabtree,Charles D ","","","","","","","120510336","Terminal Handler","07/18/2013",
"CRALLEY,KEVIN LYNN ","","","","","","","190502170","Terminal Handler","08/08/2019",
"Cramer,Albert Lawrence ","","","","","","","140503911","Terminal Handler","05/28/2015",
"Crawford,Craig Kent ","","","","","","","120506837","Terminal Handler","06/20/2013",
"CRAWFORD,KENNETH EUGENE IV","","","","","","","170500119","Terminal Handler","04/21/2017",
"CREATH,BRADEN ALEXANDER ","","","","","","","190501568","Terminal Handler","06/13/2019",
"Crew,David Norman ","","","","","","","120511835","Terminal Handler","01/24/2013",
"Criner,Tim Joe Jr","","","","","","","180503261","Terminal Handler","11/02/2018",
"Crist,Allen Dale ","","","","","","","130504917","Terminal Handler","09/19/2013",
"Crist,James Ernest ","","","","","","","140501995","Terminal Handler","06/26/2014",
"Crist,Joshua Allen ","","","","","","","140504072","Terminal Handler","03/26/2015",
"CROMWELL,PAMELA SUE ","","","","","","","180503198","Terminal Handler","09/14/2018",
"CROSE,MICHAEL DAVID ","","","","","","","170504236","Terminal Handler","01/09/2018",
"Crudup ,Steven Willie Sr","","","","","","","130504101","Terminal Handler","09/19/2013",
"CRUZ,JIMMY SALVADOR ","","","","","","","170500635","Terminal Handler","03/23/2017",
"CUMMINGS,JAMES JOSEPH III","","","","","","","120506468","Terminal Handler","09/20/2012",
"Cummings,Pamela Marie ","","","","","","","160502948","Terminal Handler","12/14/2016",
"Cummins,Robert W ","","","","","","","170500784","Terminal Handler","03/23/2017",
"CUNNING,BRIAN RICHARD ","","","","","","","190501540","Terminal Handler","06/13/2019",
"Cunnington,Christine Mitrenga ","","","","","","","120506822","Terminal Handler","09/20/2012",
"Curlee,Tracy Deon ","","","","","","","150503301","Terminal Handler","11/06/2015",
"CURRY,BRADLEY STEPHEN ","","","","","","","170500120","Terminal Handler","04/21/2017",
"Czubatiuk,Michael Phillip ","","","","","","","150502090","Terminal Handler","07/23/2015",
"D'Angelo,Anthony Robert ","","","","","","","150503997","Terminal Handler","12/16/2015",
"D'Angelo,Phillip  ","","","","","","","150503998","Terminal Handler","12/16/2015",
"Dachman,Phillip Aaron ","","","","","","","150503658","Terminal Handler","11/06/2015",
"DAHLBERG,ROBERT ALEXANDER ","","","","","","","170504196","Terminal Handler","02/09/2018",
"DAHLEM,CHRISTOPHER LEE ","","","","","","","190501972","Terminal Handler","08/08/2019",
"DAL POZZO,THOMAS MICHAEL ","","","","","","","150502244","Terminal Handler","07/23/2015",
"DALTON,JEFFREY LEE ","","","","","","","190502072","Terminal Handler","11/07/2019",
"Damaschke,Daniel John ","","","","","","","140503504","Terminal Handler","10/27/2014",
"Daniels,Dale Raymon ","","","","","","","150504382","Terminal Handler","01/28/2016",
"Danko,Leann Denise ","","","","","","","140503418","Terminal Handler","09/23/2014",
"Danko,Robert E Jr","","","","","","","120510718","Terminal Handler","11/15/2012",
"DANKO,SHANNON LEANN ","","","","","","","160503114","Terminal Handler","10/07/2016",
"DARDEN,FRANKIE DENISE ","","","","","","","190501295","Terminal Handler","06/13/2019",
"Dart,Rodney Dean ","","","","","","","130503899","Terminal Handler","08/22/2013",
"DASCALOS,MARY ANGELA ","","","","","","","180500714","Terminal Handler","03/07/2018",
"DASENBROCK,CHRISTIAN ANDREW ","","","","","","","170503606","Terminal Handler","11/16/2017",
"DASENBROCK,STEVEN WILLIAM ","","","","","","","180501526","Terminal Handler","05/24/2018",
"Davenport,Brian Wilson ","","","","","","","120512302","Terminal Handler","12/20/2012",
"DAVENPORT,SHAQUANE EDWARD ","","","","","","","160501319","Terminal Handler","06/02/2016",
"DAVIS,ADAM LAYNE ","","","","","","","190500418","Terminal Handler","04/18/2019",
"DAVIS,CHRISTOPHER LEBARON ","","","","","","","190503015","Terminal Handler","11/07/2019",
"DAVIS,COLLEEN MARIE ","","","","","","","180501223","Terminal Handler","05/24/2018",
"DAVIS,JAMES MICHAEL ","","","","","","","170502564","Terminal Handler","08/24/2017",
"Davis,Jeremy Colt ","","","","","","","130503873","Terminal Handler","10/24/2013",
"DAVIS,JEREMY RYAN ","","","","","","","170500477","Terminal Handler","02/22/2017",
"DAVIS,JESSICA LYNN ","","","","","","","160502578","Terminal Handler","08/31/2016",
"DAVIS,JOHN ROBERT ","","","","","","","180502856","Terminal Handler","09/14/2018",
"DAVIS,MURRAY CLAYTON ","","","","","","","160504156","Terminal Handler","01/26/2017",
"Davis,Scott Alan ","","","","","","","130503009","Terminal Handler","06/20/2013",
"De La Torre,Cesar A ","","","","","","","160500347","Terminal Handler","03/04/2016",
"DE RAEDT,MICHELLE Lee ","","","","","","","190502524","Terminal Handler","09/16/2019",
"DEADY,JAMES STEPHEN ","","","","","","","120511482","Terminal Handler","12/20/2012",
"DECKARD,DANIEL Lee ","","","","","","","140503003","Terminal Handler","09/23/2014",
"Defrank,Donald Michael ","","","","","","","130505675","Terminal Handler","11/21/2013",
"DEITERS,CHADWICK JAMES ","","","","","","","170500546","Terminal Handler","03/23/2017",
"Delby,Corey James ","","","","","","","150503295","Terminal Handler","09/22/2015",
"DENNISON,JAMES RICHARD ","","","","","","","180500364","Terminal Handler","02/09/2018",
